time,src_addr,dst_addr,header_size,body_size,trace_id
31540870.0,4,3,1,263,77
32543897.0,1,0,1,112,78
32543897.0,0,1,1,26,79
33543825.0,1,0,1,26,80
33543825.0,1,0,1,125,81
33543825.0,0,1,1,26,82
34534931.0,1,0,1,26,83
34534931.0,1,0,1,82,84
35562038.0,0,1,1,26,85
35562038.0,1,0,1,26,86
36545038.0,1,0,1,113,87
37543058.0,0,1,1,26,88
37543058.0,1,0,1,26,89
38537025.0,0,1,1,116,90
38537025.0,1,0,1,89,91
39543867.0,0,1,1,26,92
39543867.0,1,0,1,98,93
40544033.0,0,1,1,26,94
40544033.0,1,0,1,77,95
41543960.0,0,1,1,26,96
41543960.0,0,1,1,95,97
41543960.0,1,0,1,26,98
42543888.0,1,0,1,76,99
42543888.0,0,1,1,26,100
43532848.0,0,1,1,97,101
43532848.0,1,0,1,26,102
44534921.0,1,0,1,104,103
44534921.0,0,1,1,26,104
45536994.0,1,0,1,26,105
45536994.0,1,0,1,111,106
45536994.0,0,1,1,26,107
46534061.0,4,3,1,43,108
46534061.0,2,3,1,47,109
46534061.0,2,3,1,42,110
47541856.0,1,0,1,26,111
47541856.0,1,0,1,43,112
47541856.0,0,1,1,26,113
48557043.0,1,0,1,75,114
48557043.0,0,1,1,26,115
49543857.0,4,3,1,43,116
49543857.0,2,3,1,48,117
49543857.0,2,3,1,43,118
49543857.0,1,0,1,26,119
50542831.0,1,0,1,92,120
50542831.0,0,1,1,26,121
51542997.0,4,3,1,43,122
51542997.0,2,3,1,48,123
51542997.0,2,3,1,42,124
51542997.0,1,0,1,26,125
52533864.0,4,3,1,43,126
52533864.0,2,3,1,47,127
52533864.0,2,3,1,43,128
52533864.0,4,3,1,43,129
53532838.0,2,3,1,48,130
53532838.0,2,3,1,42,131
53532838.0,1,0,1,110,132
53532838.0,0,1,1,26,133
54543018.0,1,0,1,71,134
54543018.0,0,1,1,26,135
55543899.0,2,3,1,265,136
55543899.0,5,3,1,282,137
55543899.0,1,0,1,76,138
56543827.0,0,1,1,26,139
56543827.0,1,0,1,26,140
57539939.0,1,0,1,114,141
57539939.0,0,1,1,26,142
58542966.0,0,1,1,100,143
58542966.0,1,0,1,26,144
59542894.0,1,0,1,121,145
59542894.0,0,1,1,26,146
60543060.0,1,0,1,26,147
60543060.0,1,0,1,76,148
61534881.0,0,1,1,26,149
62536001.0,1,0,1,26,150
63532829.0,4,3,1,263,151
63532829.0,1,0,1,122,152
63532829.0,0,1,1,26,153
64535856.0,1,0,1,26,154
64535856.0,1,0,1,82,155
65543889.0,0,1,1,26,156
65543889.0,1,0,1,72,157
66544055.0,0,1,1,26,158
66544055.0,1,0,1,79,159
67543029.0,0,1,1,26,160
67543029.0,1,0,1,26,161
67543029.0,1,0,1,120,162
68542957.0,0,1,1,26,163
68542957.0,1,0,1,26,164
69543838.0,2,3,1,43,165
69543838.0,4,3,1,46,166
69543838.0,4,3,1,42,167
69543838.0,2,3,1,43,168
70544004.0,4,3,1,47,169
70544004.0,4,3,1,42,170
70544004.0,0,1,1,117,171
70544004.0,1,0,1,86,172
71543931.0,0,1,1,26,173
71543931.0,0,1,1,97,174
72543859.0,1,0,1,26,175
72543859.0,1,0,1,96,176
73542833.0,0,1,1,26,177
73542833.0,1,0,1,111,178
74534893.0,0,1,1,26,179
74534893.0,2,3,1,43,180
74534893.0,4,3,1,48,181
75542926.0,4,3,1,42,182
75542926.0,1,0,1,26,183
75542926.0,1,0,1,78,184
76544046.0,0,1,1,26,185
76544046.0,2,3,1,43,186
76544046.0,4,3,1,48,187
76544046.0,4,3,1,42,188
77543973.0,1,0,1,26,189
77543973.0,1,0,1,26,190
77543973.0,0,1,1,20,191
78543901.0,0,1,1,21,192
78543901.0,1,0,1,26,193
78543901.0,1,0,1,133,194
79541921.0,0,1,1,26,195
79541921.0,2,3,1,43,196
80534934.0,4,3,1,48,197
80534934.0,4,3,1,42,198
80534934.0,1,0,1,26,199
80534934.0,1,0,1,89,200
81543922.0,0,1,1,26,201
81543922.0,1,0,1,71,202
82543849.0,0,1,1,26,203
82543849.0,1,0,1,43,204
83544015.0,0,1,1,26,205
83544015.0,1,0,1,74,206
84543943.0,0,1,1,26,207
84543943.0,1,0,1,26,208
85536003.0,1,0,1,100,209
85536003.0,0,1,1,26,210
86544036.0,1,0,1,26,211
86544036.0,1,0,1,122,212
87543010.0,0,1,1,26,213
87543010.0,0,1,1,93,214
88543891.0,1,0,1,26,215
88543891.0,2,3,1,265,216
88543891.0,5,3,1,282,217
88543891.0,1,0,1,76,218
89544057.0,0,1,1,26,219
89544057.0,1,0,1,26,220
90543985.0,1,0,1,116,221
90543985.0,0,1,1,26,222
91542959.0,1,0,1,26,223
91542959.0,1,0,1,117,224
92543840.0,0,1,1,26,225
92543840.0,1,0,1,69,226
93544006.0,0,1,1,26,227
93544006.0,1,0,1,72,228
93544006.0,0,1,1,26,229
94535827.0,1,0,1,26,230
94535827.0,4,3,1,263,231
95538854.0,1,0,1,111,232
95538854.0,0,1,1,26,233
96542835.0,1,0,1,26,234
96542835.0,1,0,1,104,235
96542835.0,0,1,1,26,236
97537040.0,1,0,1,26,237
97537040.0,1,0,1,80,238
98543882.0,0,1,1,26,239
98543882.0,0,1,1,97,240
99542856.0,1,0,1,26,241
100543975.0,1,0,1,105,242
100543975.0,0,1,1,26,243
101543903.0,1,0,1,26,244
101543903.0,0,1,1,114,245
102542877.0,1,0,1,92,246
102542877.0,0,1,1,26,247
103534936.0,1,0,1,89,248
103534936.0,0,1,1,26,249
104543924.0,1,0,1,76,250
104543924.0,0,1,1,26,251
105535984.0,4,3,1,43,252
105535984.0,2,3,1,49,253
105535984.0,2,3,1,42,254
105535984.0,1,0,1,77,255
106544017.0,0,1,1,26,256
106544017.0,4,3,1,43,257
106544017.0,2,3,1,48,258
106544017.0,2,3,1,42,259
107542991.0,1,0,1,26,260
107542991.0,1,0,1,94,261
107542991.0,0,1,1,26,262
108543872.0,4,3,1,43,263
108543872.0,2,3,1,46,264
108543872.0,2,3,1,43,265
109539031.0,1,0,1,26,266
109539031.0,4,3,1,43,267
109539031.0,2,3,1,49,268
110553979.0,2,3,1,42,269
110553979.0,4,3,1,43,270
110553979.0,2,3,1,47,271
110553979.0,2,3,1,43,272
110553979.0,1,0,1,106,273
111553907.0,0,1,1,26,274
111553907.0,1,0,1,26,275
112561941.0,1,0,1,43,276
112561941.0,0,1,1,26,277
113560914.0,1,0,1,73,278
113560914.0,0,1,1,26,279
114562988.0,1,0,1,26,280
114562988.0,1,0,1,94,281
115562915.0,0,1,1,26,282
115562915.0,0,1,1,97,283
115562915.0,1,0,1,26,284
116554021.0,1,0,1,80,285
116554021.0,0,1,1,26,286
117563962.0,1,0,1,68,287
117563962.0,0,1,1,26,288
119578838.0,2,3,1,265,289
119578838.0,5,3,1,282,290
120563030.0,1,0,1,83,291
120563030.0,0,1,1,26,292
121553897.0,1,0,1,26,293
121553897.0,1,0,1,87,294
122561931.0,0,1,1,26,295
122561931.0,1,0,1,26,296
122561931.0,1,0,1,84,297
123561859.0,0,1,1,26,298
123561859.0,1,0,1,26,299
124562978.0,1,0,1,76,300
125077962.0,0,1,1,26,301
125077962.0,1,0,1,26,302
126132965.0,4,3,1,263,303
126132965.0,1,0,1,95,304
126132965.0,0,1,1,26,305
127131938.0,1,0,1,26,306
127131938.0,2,3,1,43,307
128154039.0,4,3,1,46,308
128154039.0,4,3,1,42,309
128154039.0,2,3,1,43,310
129149913.0,4,3,1,47,311
129149913.0,4,3,1,43,312
129149913.0,1,0,1,99,313
130131959.0,0,1,1,26,314
130131959.0,1,0,1,79,315
131098031.0,0,1,1,26,316
131098031.0,2,3,1,43,317
131098031.0,4,3,1,47,318
131098031.0,4,3,1,42,319
132130861.0,1,0,1,75,320
132130861.0,0,1,1,26,321
132130861.0,2,3,1,43,322
133137941.0,4,3,1,46,323
133137941.0,4,3,1,42,324
133137941.0,1,0,1,26,325
133137941.0,1,0,1,103,326
134094953.0,0,1,1,26,327
134094953.0,2,3,1,43,328
134094953.0,4,3,1,48,329
135154008.0,4,3,1,42,330
135154008.0,1,0,1,26,331
135154008.0,0,1,1,116,332
136137962.0,1,0,1,89,333
136137962.0,0,1,1,26,334
137132883.0,0,1,1,95,335
137132883.0,1,0,1,26,336
138136863.0,1,0,1,98,337
138136863.0,0,1,1,26,338
139153957.0,1,0,1,96,339
139153957.0,0,1,1,26,340
139153957.0,1,0,1,26,341
140154838.0,1,0,1,79,342
141156911.0,0,1,1,26,343
141156911.0,1,0,1,26,344
142132043.0,1,0,1,96,345
142132043.0,0,1,1,26,346
143138885.0,1,0,1,26,347
143138885.0,1,0,1,106,348
144155025.0,0,1,1,26,349
144155025.0,0,1,1,93,350
145156860.0,1,0,1,26,351
145156860.0,1,0,1,80,352
145156860.0,0,1,1,26,353
146131992.0,1,0,1,44,354
146131992.0,0,1,1,26,355
147097826.0,1,0,1,72,356
147097826.0,0,1,1,26,357
148094892.0,1,0,1,26,358
148094892.0,1,0,1,94,359
149157047.0,0,1,1,26,360
149157047.0,1,0,1,26,361
150132894.0,1,0,1,104,362
150132894.0,0,1,1,26,363
151134967.0,1,0,1,26,364
151134967.0,2,3,1,265,365
151134967.0,5,3,1,282,366
151134967.0,1,0,1,73,367
152134895.0,0,1,1,26,368
152134895.0,1,0,1,26,369
153132915.0,1,0,1,114,370
153132915.0,0,1,1,26,371
154137849.0,1,0,1,26,372
154137849.0,1,0,1,106,373
155154943.0,0,1,1,26,374
155154943.0,1,0,1,82,375
156113862.0,0,1,1,26,376
157090902.0,0,1,1,95,377
157090902.0,1,0,1,26,378
158092021.0,1,0,1,77,379
159093856.0,0,1,1,26,380
159093856.0,0,1,1,95,381
160153865.0,1,0,1,26,382
160153865.0,4,3,1,263,383
160153865.0,1,0,1,101,384
161133050.0,0,1,1,26,385
161133050.0,1,0,1,26,386
162138938.0,1,0,1,100,387
162138938.0,0,1,1,26,388
163095951.0,4,3,1,43,389
163095951.0,2,3,1,46,390
163095951.0,2,3,1,43,391
163095951.0,1,0,1,26,392
163095951.0,1,0,1,68,393
164134025.0,0,1,1,26,394
164134025.0,4,3,1,43,395
165150880.0,2,3,1,48,396
165150880.0,2,3,1,42,397
165150880.0,1,0,1,26,398
166132926.0,1,0,1,123,399
166132926.0,0,1,1,26,400
167139053.0,4,3,1,43,401
167139053.0,2,3,1,48,402
167139053.0,2,3,1,42,403
167139053.0,1,0,1,26,404
168135881.0,4,3,1,43,405
168135881.0,2,3,1,48,406
168135881.0,2,3,1,42,407
168135881.0,0,1,1,123,408
169132947.0,1,0,1,86,409
169132947.0,0,1,1,26,410
170137882.0,4,3,1,43,411
170137882.0,2,3,1,49,412
170137882.0,2,3,1,42,413
170137882.0,1,0,1,93,414
171139001.0,0,1,1,26,415
171139001.0,1,0,1,72,416
172138929.0,0,1,1,26,417
172138929.0,1,0,1,77,418
173146963.0,0,1,1,26,419
173146963.0,1,0,1,26,420
174144029.0,1,0,1,100,421
174144029.0,0,1,1,26,422
175140857.0,0,1,1,99,423
175140857.0,1,0,1,26,424
176156044.0,1,0,1,94,425
176156044.0,0,1,1,26,426
177134990.0,1,0,1,26,427
177134990.0,1,0,1,43,428
177134990.0,0,1,1,26,429
178168058.0,1,0,1,78,430
178168058.0,0,1,1,26,431
179097890.0,1,0,1,26,432
179097890.0,1,0,1,105,433
180142879.0,0,1,1,26,434
180142879.0,1,0,1,26,435
181135892.0,1,0,1,116,436
181135892.0,0,1,1,26,437
182163000.0,1,0,1,77,438
182163000.0,0,1,1,26,439
183161020.0,2,3,1,265,440
183161020.0,5,3,1,282,441
183161020.0,1,0,1,74,442
184139013.0,0,1,1,26,443
184139013.0,1,0,1,26,444
185145854.0,1,0,1,95,445
185145854.0,0,1,1,26,446
186154842.0,1,0,1,26,447
186154842.0,2,3,1,43,448
186154842.0,4,3,1,47,449
186154842.0,4,3,1,43,450
186154842.0,2,3,1,43,451
187166929.0,4,3,1,47,452
187166929.0,4,3,1,42,453
187166929.0,1,0,1,103,454
188134908.0,0,1,1,26,455
188134908.0,2,3,1,43,456
188134908.0,4,3,1,46,457
188134908.0,4,3,1,42,458
189152002.0,1,0,1,26,459
189152002.0,1,0,1,71,460
190095901.0,0,1,1,26,461
190095901.0,2,3,1,43,462
190095901.0,4,3,1,47,463
190095901.0,4,3,1,42,464
191092967.0,1,0,1,26,465
191092967.0,4,3,1,263,466
191092967.0,1,0,1,83,467
192152976.0,0,1,1,26,468
192152976.0,2,3,1,43,469
192152976.0,4,3,1,48,470
192152976.0,4,3,1,42,471
193151950.0,1,0,1,26,472
193151950.0,1,0,1,106,473
193151950.0,0,1,1,26,474
194136857.0,1,0,1,74,475
194136857.0,0,1,1,26,476
195096969.0,1,0,1,70,477
195096969.0,0,1,1,26,478
196092844.0,1,0,1,26,479
196092844.0,1,0,1,84,480
197167873.0,0,1,1,26,481
197167873.0,1,0,1,26,482
198155879.0,0,1,1,116,483
198155879.0,1,0,1,91,484
198155879.0,0,1,1,26,485
199156045.0,0,1,1,101,486
199156045.0,1,0,1,26,487
200145959.0,1,0,1,100,488
201132059.0,0,1,1,26,489
202133893.0,1,0,1,93,490
203134059.0,0,1,1,26,491
203134059.0,0,1,1,99,492
204170942.0,1,0,1,26,493
204170942.0,1,0,1,74,494
204170942.0,0,1,1,26,495
205153942.0,1,0,1,26,496
205153942.0,1,0,1,93,497
206132888.0,0,1,1,26,498
206132888.0,1,0,1,26,499
207155942.0,1,0,1,88,500
207155942.0,0,1,1,26,501
208154916.0,1,0,1,74,502
208154916.0,0,1,1,26,503
209152936.0,1,0,1,43,504
209152936.0,0,1,1,26,505
210175991.0,1,0,1,70,506
210175991.0,0,1,1,26,507
211173057.0,1,0,1,26,508
211173057.0,1,0,1,99,509
211173057.0,0,1,1,26,510
212175846.0,1,0,1,26,511
212175846.0,1,0,1,105,512
213176012.0,0,1,1,26,513
213176012.0,1,0,1,26,514
214175939.0,2,3,1,265,515
214175939.0,5,3,1,282,516
214175939.0,1,0,1,76,517
214175939.0,0,1,1,26,518
215175867.0,0,1,1,96,519
217175960.0,1,0,1,26,520
217175960.0,1,0,1,114,521
218174934.0,0,1,1,26,522
218174934.0,1,0,1,26,523
219166994.0,0,1,1,20,524
219166994.0,0,1,1,21,525
220165014.0,1,0,1,26,526
220165014.0,1,0,1,26,527
221174955.0,1,0,1,102,528
221174955.0,0,1,1,26,529
221174955.0,1,0,1,73,530
222167968.0,0,1,1,26,531
222167968.0,4,3,1,43,532
223170995.0,2,3,1,48,533
223170995.0,2,3,1,42,534
223170995.0,1,0,1,80,535
224684953.0,0,1,1,26,536
224684953.0,4,3,1,43,537
224684953.0,2,3,1,48,538
224684953.0,2,3,1,42,539
225697994.0,1,0,1,26,540
225697994.0,4,3,1,263,541
225697994.0,1,0,1,95,542
226697921.0,0,1,1,26,543
226697921.0,4,3,1,43,544
226697921.0,2,3,1,48,545
226697921.0,2,3,1,42,546
227696895.0,1,0,1,26,547
227696895.0,4,3,1,43,548
227696895.0,2,3,1,47,549
227696895.0,2,3,1,43,550
227696895.0,4,3,1,43,551
228698968.0,2,3,1,47,552
228698968.0,2,3,1,42,553
228698968.0,1,0,1,102,554
228698968.0,0,1,1,26,555
229697942.0,1,0,1,26,556
229697942.0,1,0,1,76,557
230696916.0,0,1,1,26,558
230696916.0,1,0,1,26,559
230696916.0,1,0,1,117,560
231698989.0,0,1,1,26,561
231698989.0,0,1,1,94,562
232697963.0,1,0,1,26,563
232697963.0,0,1,1,122,564
233698844.0,1,0,1,92,565
233698844.0,0,1,1,26,566
234702825.0,1,0,1,92,567
234702825.0,0,1,1,26,568
235697984.0,1,0,1,77,569
235697984.0,0,1,1,26,570
236697912.0,1,0,1,78,571
236697912.0,0,1,1,26,572
237711906.0,1,0,1,26,573
237711906.0,1,0,1,116,574
237711906.0,0,1,1,26,575
238703966.0,1,0,1,26,576
238703966.0,1,0,1,135,577
239703893.0,0,1,1,26,578
239703893.0,1,0,1,26,579
240705013.0,1,0,1,44,580
240705013.0,0,1,1,26,581
240705013.0,1,0,1,80,582
241699934.0,0,1,1,26,583
242698907.0,1,0,1,26,584
242698907.0,1,0,1,101,585
242698907.0,0,1,1,26,586
243702888.0,1,0,1,26,587
243702888.0,2,3,1,43,588
243702888.0,4,3,1,46,589
244698047.0,4,3,1,41,590
244698047.0,2,3,1,43,591
244698047.0,4,3,1,46,592
244698047.0,4,3,1,41,593
244698047.0,1,0,1,95,594
245697975.0,0,1,1,26,595
245697975.0,1,0,1,72,596
246696949.0,0,1,1,26,597
246696949.0,2,3,1,43,598
246696949.0,4,3,1,47,599
247697830.0,4,3,1,42,600
247697830.0,2,3,1,265,601
247697830.0,5,3,1,282,602
247697830.0,1,0,1,76,603
248703002.0,0,1,1,26,604
248703002.0,2,3,1,43,605
248703002.0,4,3,1,45,606
249701023.0,4,3,1,41,607
249701023.0,1,0,1,26,608
249701023.0,1,0,1,113,609
250710010.0,0,1,1,26,610
250710010.0,2,3,1,43,611
250710010.0,4,3,1,46,612
250710010.0,4,3,1,42,613
251700878.0,1,0,1,26,614
251700878.0,1,0,1,110,615
251700878.0,0,1,1,26,616
252697944.0,1,0,1,26,617
252697944.0,1,0,1,70,618
253698825.0,0,1,1,26,619
253698825.0,1,0,1,26,620
254698038.0,4,3,1,263,621
254698038.0,1,0,1,103,622
254698038.0,0,1,1,26,623
255698919.0,1,0,1,26,624
255698919.0,1,0,1,97,625
256705045.0,0,1,1,26,626
256705045.0,0,1,1,90,627
257699012.0,1,0,1,26,628
257699012.0,1,0,1,76,629
257699012.0,0,1,1,26,630
258704900.0,1,0,1,72,631
258704900.0,0,1,1,26,632
259703874.0,1,0,1,26,633
259703874.0,1,0,1,104,634
260697841.0,0,1,1,26,635
260697841.0,1,0,1,26,636
261698961.0,0,1,1,112,637
261698961.0,1,0,1,89,638
261698961.0,0,1,1,26,639
262697935.0,0,1,1,102,640
262697935.0,1,0,1,26,641
263699054.0,1,0,1,100,642
263699054.0,0,1,1,26,643
264698982.0,1,0,1,91,644
264698982.0,0,1,1,26,645
265697956.0,1,0,1,26,646
265697956.0,1,0,1,69,647
265697956.0,0,1,1,26,648
266697883.0,1,0,1,26,649
266697883.0,1,0,1,26,650
267698049.0,0,1,1,20,651
267698049.0,0,1,1,21,652
267698049.0,1,0,1,26,653
268702983.0,1,0,1,97,654
268702983.0,0,1,1,26,655
269698858.0,6,7,1,46,656
269698858.0,1,0,1,26,657
270696878.0,1,0,1,106,658
270696878.0,0,1,1,26,659
271698951.0,1,0,1,77,660
272703886.0,0,1,1,26,661
272703886.0,0,1,1,97,662
273741006.0,1,0,1,26,663
273741006.0,1,0,1,43,664
274698972.0,0,1,1,26,665
274698972.0,1,0,1,76,666
275702953.0,0,1,1,26,667
275702953.0,0,1,1,96,668
276697874.0,1,0,1,26,669
276697874.0,1,0,1,100,670
277698040.0,0,1,1,26,671
277698040.0,1,0,1,26,672
277698040.0,1,0,1,101,673
278697013.0,0,1,1,26,674
278697013.0,4,3,1,43,675
279700994.0,2,3,1,47,676
279700994.0,2,3,1,42,677
279700994.0,1,0,1,26,678
280700922.0,2,3,1,265,679
280700922.0,5,3,1,282,680
280700922.0,1,0,1,74,681
281698942.0,0,1,1,26,682
281698942.0,4,3,1,43,683
281698942.0,2,3,1,47,684
282701015.0,2,3,1,41,685
282701015.0,1,0,1,26,686
282701015.0,1,0,1,121,687
283699989.0,0,1,1,26,688
283699989.0,4,3,1,43,689
283699989.0,2,3,1,47,690
283699989.0,2,3,1,42,691
284699916.0,1,0,1,26,692
284699916.0,4,3,1,43,693
284699916.0,2,3,1,48,694
284699916.0,2,3,1,42,695
284699916.0,4,3,1,43,696
285701036.0,2,3,1,46,697
285701036.0,2,3,1,42,698
285701036.0,1,0,1,104,699
285701036.0,0,1,1,26,700
286699056.0,1,0,1,75,701
286699056.0,0,1,1,26,702
287698984.0,1,0,1,72,703
287698984.0,0,1,1,26,704
288698911.0,1,0,1,26,705
288698911.0,4,3,1,263,706
288698911.0,1,0,1,102,707
289698839.0,0,1,1,26,708
289698839.0,0,1,1,94,709
290696859.0,1,0,1,26,710
290696859.0,1,0,1,103,711
290696859.0,0,1,1,26,712
291736841.0,1,0,1,26,713
291736841.0,1,0,1,75,714
292700052.0,0,1,1,26,715
292700052.0,1,0,1,26,716
293697834.0,1,0,1,120,717
293697834.0,0,1,1,26,718
293697834.0,1,0,1,26,719
294698953.0,0,1,1,117,720
294698953.0,1,0,1,84,721
295701026.0,0,1,1,26,722
295701026.0,1,0,1,104,723
296700000.0,0,1,1,26,724
296700000.0,1,0,1,71,725
297708034.0,0,1,1,26,726
297708034.0,1,0,1,79,727
298738002.0,0,1,1,26,728
298738002.0,8,7,1,46,729
298738002.0,9,8,1,28,730
299698829.0,1,0,1,26,731
299698829.0,1,0,1,113,732
299698829.0,0,1,1,26,733
300698995.0,1,0,1,26,734
301702976.0,2,3,1,43,735
301702976.0,4,3,1,46,736
301702976.0,4,3,1,42,737
301702976.0,2,3,1,43,738
301702976.0,4,3,1,47,739
302698850.0,4,3,1,41,740
302698850.0,1,0,1,95,741
302698850.0,0,1,1,26,742
303706884.0,2,3,1,43,743
303706884.0,4,3,1,47,744
303706884.0,4,3,1,42,745
303706884.0,1,0,1,26,746
304707050.0,1,0,1,43,747
304707050.0,0,1,1,26,748
304707050.0,1,0,1,74,749
305721044.0,0,1,1,26,750
305721044.0,2,3,1,43,751
306707859.0,4,3,1,49,752
306707859.0,4,3,1,42,753
306707859.0,1,0,1,26,754
307704925.0,1,0,1,87,755
307704925.0,0,1,1,26,756
308698892.0,2,3,1,43,757
308698892.0,4,3,1,49,758
308698892.0,4,3,1,42,759
309696912.0,1,0,1,26,760
309696912.0,1,0,1,106,761
309696912.0,0,1,1,26,762
310750961.0,1,0,1,69,763
310750961.0,0,1,1,26,764
311720848.0,2,3,1,265,765
311720848.0,5,3,1,282,766
311720848.0,1,0,1,74,767
312721967.0,0,1,1,26,768
312721967.0,1,0,1,26,769
313717842.0,1,0,1,93,770
313717842.0,0,1,1,26,771
314708948.0,1,0,1,26,772
314708948.0,1,0,1,100,773
314708948.0,0,1,1,26,774
315707921.0,0,1,1,101,775
315707921.0,1,0,1,26,776
316714048.0,1,0,1,76,777
316714048.0,0,1,1,26,778
317708969.0,1,0,1,26,779
317708969.0,4,3,1,263,780
317708969.0,1,0,1,101,781
318706989.0,0,1,1,26,782
318706989.0,1,0,1,26,783
319723844.0,1,0,1,100,784
319723844.0,0,1,1,26,785
320709943.0,1,0,1,77,786
320709943.0,0,1,1,26,787
321707010.0,1,0,1,72,788
321707010.0,0,1,1,26,789
322722911.0,1,0,1,26,790
322722911.0,1,0,1,105,791
323711872.0,0,1,1,26,792
323711872.0,1,0,1,26,793
324707984.0,0,1,1,122,794
325216054.0,1,0,1,91,795
325216054.0,0,1,1,26,796
325216054.0,0,1,1,105,797
326236963.0,1,0,1,26,798
326236963.0,1,0,1,94,799
327234029.0,0,1,1,26,800
327234029.0,1,0,1,107,801
328238010.0,0,1,1,26,802
328238010.0,1,0,1,26,803
329232931.0,1,0,1,80,804
329232931.0,0,1,1,26,805
330236911.0,0,1,1,96,806
330236911.0,1,0,1,26,807
330236911.0,1,0,1,96,808
331236839.0,0,1,1,26,809
331236839.0,1,0,1,26,810
332237005.0,1,0,1,103,811
332237005.0,0,1,1,26,812
333236932.0,1,0,1,74,813
333236932.0,0,1,1,26,814
334236860.0,4,3,1,43,815
334236860.0,2,3,1,46,816
334236860.0,2,3,1,42,817
334236860.0,1,0,1,44,818
335237979.0,0,1,1,26,819
335237979.0,1,0,1,72,820
336236953.0,0,1,1,26,821
336236953.0,4,3,1,43,822
336236953.0,2,3,1,46,823
336236953.0,2,3,1,43,824
337236881.0,1,0,1,26,825
337236881.0,1,0,1,108,826
337236881.0,0,1,1,26,827
338237047.0,4,3,1,43,828
338237047.0,2,3,1,46,829
338237047.0,2,3,1,43,830
338237047.0,1,0,1,26,831
339236974.0,4,3,1,43,832
339236974.0,2,3,1,47,833
339236974.0,2,3,1,43,834
339236974.0,4,3,1,43,835
339236974.0,2,3,1,47,836
339236974.0,2,3,1,42,837
340236902.0,1,0,1,115,838
340236902.0,0,1,1,26,839
341238021.0,1,0,1,26,840
341238021.0,2,3,1,265,841
341238021.0,5,3,1,282,842
341238021.0,1,0,1,73,843
342229843.0,0,1,1,26,844
342229843.0,1,0,1,26,845
343227863.0,1,0,1,110,846
343227863.0,0,1,1,26,847
344236850.0,0,1,1,96,848
345228910.0,1,0,1,26,849
345228910.0,1,0,1,107,850
346230983.0,0,1,1,26,851
347236871.0,1,0,1,74,852
347236871.0,0,1,1,26,853
348237037.0,1,0,1,77,854
348237037.0,0,1,1,26,855
349231004.0,1,0,1,26,856
349231004.0,4,3,1,263,857
349231004.0,1,0,1,125,858
350236892.0,0,1,1,26,859
350236892.0,1,0,1,26,860
350236892.0,1,0,1,94,861
351237058.0,0,1,1,26,862
351237058.0,1,0,1,26,863
352232933.0,1,0,1,71,864
352232933.0,0,1,1,26,865
353236913.0,1,0,1,26,866
353236913.0,1,0,1,100,867
354235887.0,0,1,1,26,868
354235887.0,1,0,1,26,869
355234861.0,2,3,1,43,870
355234861.0,4,3,1,46,871
355234861.0,4,3,1,42,872
