time,src_addr,dst_addr,header_size,body_size,trace_id
69022.38,20,28,64,47,92
69079.77,24,28,64,64,93
69303.28,28,13,64,94,94
69528.89,29,15,64,163,95
70225.03,22,18,64,88,96
70556.93,7,19,64,93,97
72620.49,12,10,64,81,98
72676.16,13,23,64,62,99
72733.09,31,1,64,59,100
73276.16,19,7,64,118,101
73969.15,6,8,64,70,102
74319.6,3,13,64,43,103
74386.78,8,22,64,59,104
74736.34,8,13,64,68,105
75816.42,27,25,64,46,106
76271.66,28,3,64,148,107
77035.28,10,31,64,77,108
77331.92,12,0,64,92,109
77490.1,16,20,64,90,110
77523.79,3,26,64,78,111
78253.48,14,20,64,83,112
78673.47,9,6,64,46,113
78754.06,30,1,64,69,114
79266.36,26,14,64,75,115
82471.12,7,31,64,67,116
82995.71,2,28,64,65,117
83112.52,25,7,64,52,118
83673.68,21,25,64,41,119
84707.24,8,19,64,199,120
84955.11,28,20,64,88,121
85713.88,8,4,64,50,122
87122.99,26,13,64,80,123
87130.16,16,27,64,55,124
87425.6,2,7,64,48,125
87665.35,5,3,64,85,126
88095.2,27,2,64,48,127
90052.77,0,12,64,62,128
90855.5,21,7,64,74,129
91561.0,29,24,64,97,130
91902.42,21,22,64,42,131
91904.63,31,25,64,63,132
92582.12,28,15,64,76,133
94121.42,29,21,64,75,134
94711.54,24,4,64,131,135
94884.65,19,23,64,190,136
95211.36,31,11,64,90,137
95844.89,6,2,64,90,138
95910.02,10,5,64,164,139
96283.79,22,8,64,48,140
97100.38,12,18,64,99,141
97148.95,0,8,64,136,142
97155.97,23,11,64,76,143
97301.2,3,2,64,57,144
97822.17,7,23,64,70,145
97919.57,28,22,64,58,146
98008.62,25,26,64,103,147
98053.88,9,1,64,51,148
98521.59,14,24,64,82,149
98705.34,17,29,64,82,150
99600.42,16,10,64,124,151
102042.91,11,24,64,176,152
102227.01,30,23,64,95,153
103031.6,18,4,64,189,154
104607.63,20,27,64,46,155
105388.52,30,12,64,63,156
105443.74,3,30,64,199,157
105576.57,6,10,64,111,158
105585.66,7,28,64,80,159
106845.23,1,15,64,80,160
107063.87,7,8,64,97,161
108224.92,13,18,64,101,162
109968.93,25,24,64,98,163
110388.13,14,7,64,146,164
111281.2,10,14,64,88,165
113175.96,27,31,64,40,166
113658.94,9,0,64,61,167
114862.14,29,1,64,63,168
115099.29,9,7,64,65,169
115723.17,10,27,64,148,170
117185.84,10,6,64,47,171
117253.56,2,6,64,69,172
117272.03,14,1,64,58,173
117360.73,25,1,64,167,174
117633.44,25,20,64,54,175
118135.04,9,30,64,88,176
119267.29,11,19,64,75,177
119533.34,29,13,64,58,178
119594.77,26,27,64,87,179
119719.38,25,27,64,198,180
120309.74,4,6,64,78,181
120955.14,12,16,64,54,182
120989.42,19,27,64,177,183
121259.48,9,24,64,145,184
121902.7,11,24,64,64,185
123103.85,23,25,64,106,186
123207.39,7,26,64,200,187
124342.03,19,25,64,71,188
125376.24,27,31,64,157,189
125619.46,10,26,64,86,190
125890.89,3,4,64,72,191
126820.61,15,5,64,88,192
127515.51,21,29,64,113,193
127762.01,15,12,64,178,194
127870.33,5,16,64,73,195
128026.72,16,29,64,187,196
128027.7,10,6,64,116,197
128236.2,18,22,64,123,198
129404.08,30,21,64,57,199
129797.58,16,4,64,100,200
129844.49,3,16,64,56,201
130394.02,29,15,64,88,202
130941.9,24,7,64,152,203
131273.69,12,25,64,60,204
131331.79,7,3,64,44,205
131700.8,3,5,64,111,206
132113.72,7,8,64,100,207
132369.31,28,25,64,81,208
132370.8,16,14,64,47,209
133246.65,1,28,64,68,210
133831.73,18,20,64,63,211
134162.13,11,17,64,84,212
134206.66,13,23,64,92,213
134623.61,17,2,64,172,214
135529.56,31,27,64,47,215
136454.19,13,19,64,136,216
136685.03,5,30,64,69,217
137042.06,21,5,64,49,218
137262.85,20,0,64,95,219
137405.08,1,16,64,179,220
137473.15,23,18,64,44,221
140000.14,17,23,64,116,222
140985.66,9,19,64,167,223
141729.89,28,25,64,40,224
142298.53,19,12,64,169,225
146028.96,28,19,64,95,226
147312.52,9,6,64,100,227
147933.29,21,2,64,87,228
148739.02,11,4,64,183,229
148896.22,31,6,64,49,230
149995.89,27,25,64,53,231
151052.14,31,10,64,57,232
151055.72,8,2,64,42,233
151732.66,1,25,64,47,234
152566.32,2,5,64,176,235
153248.4,29,3,64,90,236
153859.71,19,15,64,151,237
155588.39,27,20,64,81,238
155634.36,24,31,64,115,239
156296.47,20,14,64,88,240
156320.59,4,28,64,52,241
156337.83,16,2,64,43,242
157245.77,6,13,64,68,243
157449.3,3,21,64,41,244
157917.4,24,3,64,136,245
159604.37,14,15,64,93,246
159776.93,18,26,64,55,247
160413.65,9,24,64,50,248
161005.54,25,13,64,85,249
161649.24,2,14,64,55,250
162250.04,1,23,64,147,251
162825.64,29,31,64,92,252
163018.07,14,2,64,71,253
163379.99,17,16,64,57,254
163707.39,12,24,64,81,255
164217.38,23,19,64,44,256
164317.56,25,18,64,100,257
165100.91,14,15,64,60,258
165922.28,26,0,64,151,259
166317.33,4,16,64,63,260
167211.38,30,17,64,164,261
167597.0,26,7,64,54,262
167990.47,8,24,64,79,263
168115.03,5,27,64,118,264
170709.11,4,25,64,96,265
172323.38,25,6,64,92,266
172570.29,21,1,64,80,267
172596.63,17,2,64,77,268
172603.14,25,18,64,51,269
174900.07,26,27,64,85,270
175469.07,8,10,64,63,271
175531.18,1,28,64,77,272
176621.3,14,0,64,80,273
176741.2,19,31,64,50,274
177478.76,14,4,64,49,275
177974.64,2,12,64,42,276
178499.05,19,25,64,67,277
178908.9,8,15,64,123,278
179358.81,1,15,64,86,279
179644.98,27,30,64,80,280
179797.48,29,15,64,41,281
180109.13,3,13,64,50,282
180859.07,31,25,64,73,283
181650.07,25,8,64,44,284
182334.64,22,23,64,74,285
183253.26,17,10,64,134,286
183323.37,6,18,64,46,287
183619.65,25,9,64,97,288
183825.48,13,6,64,69,289
184049.17,14,7,64,70,290
184213.8,16,0,64,50,291
184271.92,22,25,64,141,292
184446.66,24,10,64,82,293
184590.24,8,15,64,84,294
185836.22,29,0,64,98,295
186843.86,30,27,64,193,296
186976.42,7,1,64,85,297
188645.42,9,27,64,74,298
188746.76,6,24,64,93,299
188787.41,26,13,64,59,300
188803.11,21,17,64,80,301
189030.74,0,19,64,184,302
189301.61,30,20,64,48,303
189651.12,20,30,64,81,304
190229.93,4,14,64,93,305
190583.12,10,26,64,78,306
190886.21,7,25,64,178,307
191127.74,25,12,64,65,308
191330.5,22,15,64,118,309
191615.97,21,26,64,73,310
192264.88,27,28,64,99,311
194131.23,6,24,64,121,312
195147.96,11,2,64,87,313
195861.07,24,16,64,50,314
197370.78,3,10,64,67,315
197735.56,3,26,64,61,316
197875.24,18,17,64,164,317
198048.85,0,13,64,54,318
198069.25,9,31,64,93,319
198166.05,23,5,64,62,320
198267.22,2,9,64,200,321
198639.12,21,26,64,145,322
200815.65,17,13,64,67,323
200882.61,30,16,64,97,324
201993.81,17,21,64,42,325
202709.91,22,18,64,65,326
203266.97,30,1,64,161,327
203968.38,11,31,64,95,328
205234.82,8,21,64,118,329
205262.24,31,27,64,79,330
205855.11,3,31,64,81,331
206528.69,21,30,64,77,332
207727.73,7,26,64,60,333
212572.05,4,29,64,61,334
214007.61,10,4,64,47,335
214046.03,17,30,64,47,336
214179.52,23,27,64,153,337
215469.66,30,11,64,150,338
217157.91,11,14,64,75,339
217436.94,20,12,64,45,340
217920.99,27,25,64,55,341
218244.51,14,19,64,54,342
218484.69,15,16,64,89,343
218687.92,11,29,64,92,344
219488.4,17,2,64,78,345
220251.22,31,4,64,126,346
220504.65,13,20,64,49,347
221966.28,7,16,64,87,348
222156.12,31,6,64,94,349
222495.06,4,5,64,182,350
222991.23,3,17,64,94,351
223243.88,8,26,64,131,352
223406.98,12,9,64,83,353
224062.31,20,10,64,54,354
224595.73,30,27,64,50,355
224638.8,12,6,64,112,356
224994.87,15,6,64,177,357
225126.53,2,4,64,59,358
225963.54,12,16,64,90,359
226154.67,17,14,64,99,360
227339.28,12,23,64,88,361
228086.46,25,21,64,143,362
228938.06,1,14,64,80,363
229387.14,12,8,64,180,364
229984.77,30,13,64,90,365
230111.36,9,28,64,96,366
230193.0,2,1,64,58,367
230233.87,28,8,64,66,368
230586.78,18,15,64,72,369
232144.28,18,8,64,111,370
232437.43,2,20,64,46,371
232513.33,5,30,64,84,372
232603.1,27,5,64,94,373
232755.9,7,18,64,121,374
233205.89,27,22,64,114,375
233362.28,10,16,64,141,376
233425.73,27,6,64,46,377
234385.86,26,6,64,63,378
234598.98,19,27,64,73,379
235283.07,8,26,64,192,380
235334.92,9,13,64,183,381
235818.98,2,12,64,70,382
236056.74,2,26,64,44,383
236129.02,1,21,64,66,384
236294.6,6,13,64,86,385
236708.42,14,30,64,66,386
236781.02,17,26,64,67,387
236819.73,26,24,64,106,388
236979.88,10,0,64,49,389
237088.31,18,1,64,85,390
237211.3,15,8,64,81,391
237396.42,31,17,64,95,392
237629.2,24,27,64,56,393
237849.84,16,24,64,96,394
238640.68,13,14,64,100,395
238674.9,3,15,64,40,396
239854.84,3,20,64,155,397
240047.92,12,8,64,161,398
240119.21,5,2,64,63,399
240206.73,11,18,64,46,400
240283.68,26,25,64,95,401
240923.56,31,24,64,75,402
241325.56,17,16,64,68,403
241370.35,5,12,64,61,404
241660.23,22,18,64,66,405
243562.4,13,21,64,82,406
245426.7,20,0,64,61,407
245610.92,15,22,64,200,408
246114.03,18,26,64,44,409
247037.37,19,10,64,77,410
248473.86,9,23,64,116,411
248894.05,5,16,64,45,412
249275.99,5,21,64,62,413
249437.66,12,3,64,66,414
250158.63,4,7,64,68,415
250502.38,28,29,64,47,416
250773.85,27,8,64,51,417
252097.56,25,2,64,185,418
252842.77,25,24,64,59,419
252933.8,5,3,64,49,420
253304.96,6,11,64,159,421
253608.99,4,26,64,48,422
253990.33,31,21,64,48,423
255121.32,18,25,64,50,424
255157.15,20,21,64,100,425
255384.1,11,27,64,76,426
256960.36,15,29,64,45,427
257082.35,11,22,64,64,428
257250.18,2,22,64,44,429
259625.24,25,30,64,95,430
259988.69,20,28,64,99,431
260213.31,25,27,64,60,432
260816.5,6,22,64,169,433
261082.32,16,10,64,108,434
261926.25,4,7,64,158,435
262795.89,22,9,64,171,436
263180.52,28,10,64,123,437
263385.05,21,29,64,48,438
264063.58,11,23,64,100,439
264389.64,29,26,64,63,440
264695.06,28,0,64,186,441
266135.13,18,4,64,96,442
267709.76,7,20,64,186,443
267944.94,28,4,64,141,444
268328.06,23,22,64,118,445
268382.72,31,13,64,154,446
268625.15,16,12,64,91,447
268662.07,22,15,64,91,448
268885.69,18,4,64,89,449
268913.82,6,2,64,113,450
269416.16,31,3,64,82,451
270758.13,1,31,64,148,452
271662.07,18,4,64,72,453
272502.33,8,0,64,114,454
273308.03,29,14,64,87,455
274159.29,15,11,64,125,456
274757.78,5,6,64,100,457
275398.12,20,25,64,128,458
275836.66,10,14,64,65,459
276900.47,11,8,64,112,460
276945.14,9,18,64,97,461
277130.34,14,2,64,120,462
278551.06,12,1,64,67,463
278787.68,5,7,64,71,464
278821.42,18,6,64,90,465
279690.31,30,2,64,45,466
280019.95,19,5,64,135,467
280417.2,21,7,64,45,468
281091.21,26,15,64,82,469
281880.91,2,7,64,89,470
283548.73,25,9,64,92,471
284367.57,9,7,64,87,472
285551.03,14,13,64,85,473
285923.38,31,24,64,149,474
286470.97,3,18,64,63,475
286621.67,19,18,64,162,476
286661.16,5,7,64,46,477
287474.59,29,22,64,98,478
287747.76,16,22,64,55,479
288126.9,11,13,64,155,480
288360.57,10,21,64,165,481
288363.88,15,31,64,99,482
289000.89,20,4,64,79,483
289510.24,31,24,64,82,484
289621.32,1,28,64,129,485
290343.22,14,7,64,96,486
290694.33,25,14,64,118,487
290897.34,31,5,64,62,488
291288.13,1,21,64,61,489
291357.75,4,31,64,73,490
292133.67,30,23,64,167,491
292218.13,9,19,64,71,492
292338.16,8,21,64,77,493
293438.09,21,1,64,63,494
294416.09,24,13,64,97,495
294607.2,4,10,64,56,496
295253.61,3,22,64,81,497
295824.69,23,16,64,159,498
297249.37,23,7,64,99,499
298733.77,20,16,64,54,500
299330.04,0,16,64,65,501
299609.22,8,19,64,92,502
299740.42,23,0,64,62,503
299903.55,15,30,64,48,504
299977.39,10,25,64,46,505
300835.85,28,25,64,50,506
301108.14,27,17,64,187,507
301307.15,19,30,64,59,508
301395.34,28,27,64,97,509
301714.75,0,26,64,60,510
302015.16,23,30,64,150,511
302243.48,0,22,64,77,512
302711.18,11,6,64,71,513
302739.01,5,4,64,138,514
302971.33,6,30,64,89,515
304319.75,17,20,64,43,516
304613.16,28,25,64,114,517
304882.14,18,10,64,127,518
305150.09,19,24,64,78,519
305236.86,9,1,64,68,520
305843.52,0,12,64,173,521
306193.05,19,31,64,182,522
306694.24,19,14,64,57,523
307249.32,28,17,64,67,524
307253.57,26,10,64,120,525
308714.75,10,12,64,89,526
308751.35,19,10,64,160,527
309150.5,31,24,64,73,528
309308.49,5,11,64,42,529
309861.35,6,30,64,56,530
310696.07,14,1,64,100,531
310968.9,20,19,64,41,532
310991.6,22,7,64,180,533
311445.94,7,17,64,73,534
311780.43,13,28,64,93,535
312307.19,29,22,64,96,536
313648.07,9,12,64,161,537
314175.15,18,0,64,100,538
314433.46,10,17,64,166,539
316233.25,6,27,64,72,540
316616.61,0,28,64,71,541
316916.33,17,10,64,180,542
317303.59,8,29,64,58,543
317306.09,22,3,64,48,544
317833.65,25,31,64,155,545
318631.87,6,8,64,164,546
318966.69,18,17,64,84,547
319823.86,31,13,64,71,548
320442.04,15,30,64,49,549
321026.66,14,10,64,145,550
321165.51,8,5,64,125,551
321229.96,7,15,64,115,552
321357.46,25,0,64,96,553
321666.67,6,11,64,125,554
322139.79,3,4,64,95,555
322491.25,30,9,64,94,556
322615.41,10,29,64,71,557
323452.15,30,24,64,52,558
324019.77,29,16,64,52,559
324237.53,27,20,64,176,560
324286.88,15,8,64,84,561
325045.0,29,3,64,86,562
325319.17,10,6,64,66,563
325398.71,21,0,64,51,564
325573.26,11,22,64,153,565
326139.86,10,6,64,65,566
326559.3,23,0,64,99,567
326662.94,19,10,64,106,568
326918.5,12,4,64,174,569
327586.34,26,14,64,79,570
327621.91,11,28,64,91,571
327807.1,25,23,64,95,572
328088.05,7,0,64,182,573
328094.76,25,29,64,44,574
328145.98,19,23,64,88,575
329094.95,0,23,64,62,576
331996.93,22,29,64,125,577
332915.45,19,22,64,49,578
334441.81,10,31,64,41,579
335603.18,0,20,64,41,580
336693.82,19,6,64,51,581
338838.61,19,2,64,93,582
339397.38,17,12,64,94,583
339493.11,2,19,64,63,584
340566.31,21,11,64,107,585
341496.0,5,12,64,123,586
342230.82,21,25,64,74,587
342494.82,10,23,64,111,588
342619.95,31,17,64,76,589
345430.59,28,4,64,51,590
345472.67,9,12,64,83,591
345520.12,25,22,64,58,592
346042.55,29,30,64,77,593
346286.01,6,31,64,133,594
346937.35,20,13,64,72,595
347069.9,27,25,64,56,596
347764.8,29,2,64,60,597
349696.95,7,14,64,44,598
351889.49,30,10,64,88,599
351948.6,0,7,64,194,600
352413.43,24,4,64,93,601
353143.71,0,10,64,62,602
353282.99,31,16,64,75,603
353415.84,22,31,64,82,604
353628.69,28,7,64,42,605
354561.33,21,26,64,151,606
354802.72,25,29,64,50,607
355052.91,18,11,64,61,608
355182.5,22,2,64,84,609
355653.23,20,3,64,50,610
356337.3,5,11,64,178,611
356858.8,4,2,64,100,612
357247.47,18,3,64,159,613
357310.19,14,9,64,170,614
358664.22,14,3,64,140,615
359447.81,4,16,64,164,616
359704.26,10,30,64,69,617
359745.28,29,21,64,124,618
359953.03,8,25,64,60,619
360741.76,22,30,64,99,620
360975.06,16,14,64,126,621
361087.25,12,31,64,177,622
361843.4,24,8,64,89,623
363032.63,25,16,64,117,624
363103.25,4,0,64,96,625
363936.81,4,26,64,178,626
364075.8,3,18,64,94,627
364087.37,11,26,64,54,628
364328.04,30,22,64,43,629
364625.02,25,31,64,92,630
365884.67,16,27,64,40,631
365945.77,1,18,64,86,632
366910.82,23,11,64,60,633
367582.98,8,2,64,142,634
368244.15,14,9,64,126,635
368930.89,4,10,64,84,636
370392.04,20,9,64,84,637
370482.02,8,13,64,94,638
370846.21,14,13,64,60,639
373875.95,21,19,64,94,640
373947.95,13,25,64,92,641
374044.74,10,2,64,64,642
376714.03,15,25,64,90,643
376950.68,0,8,64,168,644
377807.52,18,1,64,150,645
378138.05,2,13,64,89,646
378163.88,15,5,64,46,647
378684.51,27,20,64,74,648
378985.6,8,0,64,118,649
379748.88,11,9,64,74,650
380112.26,17,5,64,46,651
380275.63,20,0,64,43,652
381371.93,26,27,64,72,653
383042.25,15,4,64,107,654
383177.4,3,0,64,150,655
384737.85,17,12,64,76,656
386447.97,28,25,64,42,657
386792.4,14,23,64,139,658
387413.01,26,12,64,47,659
388393.73,5,29,64,100,660
389964.52,16,17,64,182,661
390181.53,9,28,64,98,662
390189.96,5,2,64,96,663
391928.33,12,1,64,197,664
394637.64,17,4,64,113,665
395735.06,23,10,64,77,666
396170.64,14,29,64,68,667
396537.14,0,25,64,105,668
396603.52,24,22,64,57,669
396788.1,25,30,64,67,670
397133.27,27,0,64,44,671
398136.01,0,23,64,127,672
398428.82,30,26,64,177,673
398534.7,19,10,64,84,674
398886.21,2,24,64,65,675
399956.4,14,5,64,93,676
400529.41,20,14,64,87,677
401778.9,25,11,64,62,678
402278.25,26,31,64,73,679
405341.84,25,26,64,48,680
406992.15,7,3,64,74,681
408276.67,11,21,64,81,682
408539.86,5,9,64,75,683
409144.38,1,16,64,54,684
409872.1,26,6,64,123,685
410126.59,15,0,64,57,686
410447.21,21,10,64,114,687
410454.11,27,15,64,95,688
410577.49,15,8,64,46,689
411394.47,31,8,64,98,690
411818.86,17,30,64,57,691
412378.17,14,20,64,67,692
412805.46,28,16,64,160,693
413311.29,8,14,64,170,694
413318.32,5,23,64,98,695
414239.7,25,30,64,54,696
414663.83,26,19,64,142,697
415122.18,21,10,64,110,698
416850.68,28,27,64,63,699
417529.08,27,21,64,174,700
417690.3,21,28,64,125,701
417833.02,12,25,64,90,702
417880.96,30,10,64,175,703
418647.61,12,31,64,196,704
418699.76,16,5,64,184,705
418905.15,29,13,64,82,706
419829.32,19,5,64,62,707
420005.01,5,27,64,92,708
420117.89,21,14,64,200,709
420889.61,11,18,64,58,710
421062.48,25,14,64,52,711
421278.22,24,22,64,57,712
422215.24,0,5,64,150,713
422480.14,26,17,64,75,714
422553.39,10,28,64,43,715
422739.82,8,14,64,50,716
423710.41,11,10,64,57,717
424285.14,9,11,64,82,718
424305.44,14,19,64,41,719
424564.87,23,22,64,72,720
424771.42,14,30,64,87,721
425505.08,6,17,64,153,722
426314.93,7,16,64,51,723
426832.84,0,27,64,163,724
427078.01,7,8,64,84,725
427932.77,9,31,64,57,726
428136.41,10,7,64,176,727
429229.74,8,3,64,190,728
429559.16,30,7,64,181,729
430377.67,7,27,64,51,730
431854.43,28,23,64,134,731
431987.66,8,0,64,41,732
432212.2,9,2,64,40,733
432574.68,20,0,64,175,734
432595.16,6,31,64,49,735
433296.74,27,29,64,115,736
435457.18,8,14,64,198,737
435543.15,29,2,64,137,738
436151.66,1,13,64,198,739
436568.49,7,5,64,96,740
439474.97,13,2,64,178,741
440585.44,17,29,64,98,742
440962.67,6,11,64,49,743
441250.69,20,7,64,47,744
441487.73,15,27,64,133,745
441727.11,1,18,64,200,746
442129.53,14,0,64,64,747
442298.61,16,30,64,87,748
442556.72,6,24,64,66,749
443039.91,5,1,64,47,750
443832.64,2,22,64,62,751
443837.82,3,30,64,65,752
444037.2,14,13,64,65,753
444071.92,17,20,64,48,754
444102.62,26,10,64,51,755
444499.59,6,15,64,67,756
444503.32,26,2,64,61,757
446692.46,11,3,64,167,758
446740.67,27,29,64,92,759
448644.17,12,4,64,194,760
450384.24,0,19,64,48,761
450660.11,21,19,64,67,762
451021.55,6,22,64,76,763
451047.23,30,0,64,51,764
451417.96,12,11,64,55,765
451494.21,17,3,64,71,766
451731.75,31,16,64,109,767
452051.08,28,23,64,45,768
452328.86,13,30,64,50,769
452447.67,24,17,64,47,770
452795.16,7,4,64,80,771
452872.2,20,28,64,140,772
454400.43,26,16,64,40,773
456153.24,14,27,64,191,774
457814.35,22,29,64,173,775
458106.7,24,1,64,142,776
458523.96,5,25,64,47,777
458971.92,17,12,64,106,778
459592.45,9,11,64,54,779
460769.8,25,18,64,71,780
461073.72,1,19,64,117,781
462233.33,1,26,64,72,782
462258.49,14,18,64,156,783
462403.99,25,9,64,81,784
462830.67,9,13,64,181,785
463886.17,7,25,64,93,786
464835.52,31,6,64,48,787
465497.27,19,6,64,107,788
465657.24,13,7,64,85,789
466794.98,21,20,64,73,790
468321.32,9,3,64,62,791
468731.37,21,28,64,109,792
470553.83,12,4,64,90,793
470632.36,2,19,64,97,794
471097.64,7,28,64,63,795
471855.38,26,20,64,181,796
472448.08,18,11,64,92,797
473034.31,26,6,64,86,798
473726.03,22,28,64,101,799
473926.87,29,28,64,74,800
474241.34,19,14,64,43,801
475017.58,14,0,64,77,802
476238.62,28,14,64,79,803
476771.5,14,2,64,47,804
477060.87,26,7,64,75,805
477667.25,10,25,64,68,806
478449.16,21,24,64,197,807
479874.97,25,13,64,53,808
480053.92,31,15,64,50,809
480195.97,31,5,64,45,810
480681.69,15,9,64,96,811
481019.49,5,2,64,61,812
481046.36,2,20,64,164,813
481120.8,12,11,64,137,814
482369.65,29,31,64,99,815
482651.34,6,21,64,101,816
484536.0,0,6,64,47,817
485516.46,0,30,64,84,818
486268.72,11,19,64,44,819
486372.29,21,18,64,119,820
486607.08,17,2,64,65,821
486839.96,21,19,64,61,822
487270.73,11,28,64,54,823
487506.14,8,11,64,140,824
488722.22,5,10,64,43,825
488822.05,25,2,64,53,826
489466.98,24,1,64,125,827
490145.2,4,5,64,73,828
490148.44,10,22,64,78,829
490174.32,16,30,64,44,830
492588.97,25,6,64,67,831
492714.63,21,30,64,117,832
493599.84,27,10,64,138,833
493903.91,5,24,64,158,834
494951.46,16,17,64,97,835
495018.38,26,5,64,75,836
495664.69,22,21,64,42,837
496026.24,9,26,64,65,838
496906.55,10,12,64,83,839
497768.37,17,27,64,43,840
497836.19,21,6,64,72,841
498933.33,5,30,64,130,842
499024.1,2,29,64,43,843
499154.2,25,18,64,72,844
500202.92,29,0,64,77,845
501849.78,15,22,64,80,846
502100.21,31,2,64,60,847
503165.1,11,20,64,56,848
504570.27,24,1,64,51,849
505132.09,22,17,64,74,850
506954.23,13,24,64,72,851
507237.72,16,1,64,77,852
507362.63,24,28,64,182,853
507962.32,17,15,64,96,854
509152.92,5,16,64,60,855
509337.72,4,28,64,61,856
510697.72,19,28,64,130,857
511423.92,28,26,64,93,858
511536.19,14,24,64,70,859
512496.58,30,6,64,53,860
513601.87,10,19,64,119,861
514270.98,28,20,64,111,862
515383.64,15,26,64,94,863
516205.3,0,22,64,96,864
517447.52,22,11,64,93,865
518274.96,11,13,64,76,866
518621.74,4,17,64,92,867
518636.92,9,3,64,157,868
518707.47,4,24,64,70,869
519601.97,0,16,64,182,870
519905.91,16,30,64,59,871
521027.47,9,31,64,45,872
521151.81,8,31,64,86,873
521312.9,30,19,64,71,874
522644.19,4,17,64,99,875
522853.56,11,7,64,192,876
523743.87,1,29,64,160,877
523841.54,16,0,64,177,878
524723.73,27,5,64,115,879
526054.89,22,7,64,92,880
526198.09,9,22,64,91,881
526484.74,18,19,64,52,882
526646.98,28,31,64,70,883
527662.82,6,24,64,74,884
527721.62,7,5,64,74,885
528301.1,24,11,64,122,886
531438.39,9,25,64,109,887
531567.62,20,1,64,89,888
531706.41,21,2,64,108,889
531709.81,10,27,64,46,890
532075.16,20,1,64,55,891
532232.85,21,5,64,62,892
532266.55,26,27,64,46,893
532292.02,15,7,64,69,894
532379.62,12,26,64,85,895
533124.87,19,24,64,48,896
534203.33,5,29,64,49,897
535420.89,8,21,64,115,898
535703.45,1,4,64,133,899
536031.22,10,5,64,97,900
537542.82,15,13,64,96,901
538656.59,1,4,64,159,902
538697.19,31,10,64,41,903
539314.18,28,2,64,114,904
541070.31,29,4,64,85,905
541381.4,31,19,64,114,906
541780.43,3,2,64,68,907
543314.18,27,12,64,48,908
543407.57,10,27,64,75,909
543564.75,6,23,64,178,910
544957.52,6,13,64,95,911
545171.57,24,12,64,68,912
545334.11,4,26,64,76,913
545501.0,23,30,64,76,914
545617.01,17,4,64,48,915
546183.54,26,17,64,100,916
547502.91,29,2,64,45,917
547668.12,21,28,64,56,918
547837.13,5,31,64,164,919
548033.4,11,25,64,59,920
549233.5,13,20,64,143,921
549742.49,4,17,64,80,922
549818.64,8,27,64,100,923
550211.69,3,27,64,75,924
551001.38,19,9,64,116,925
552199.02,24,12,64,53,926
553154.17,0,4,64,134,927
553434.98,7,8,64,64,928
553699.14,27,29,64,45,929
554328.44,1,0,64,141,930
